main_class,sub_class,count
B41J,2/125,1
G01V,8/10,1
C25D,9/04,1
C23C,4/134,1
C23F,11/18,1
C12N,11/02,1
C07C,29/147,1
C08F,110/06,1
C04B,24/30,1
C04B,103/30,1
B24D,3/06,1
C07J,9/00,1
C12P,33/20,1
H02G,15/06,1
H02G,15/064,1
B29C,64/364,1
A61L,24/08,1
H01L,31/0232,1
C07C,69/618,1
C07C,69/65,1
C07C,69/013,1
B65D,8/00,1
H01R,4/18,1
H01R,4/62,1
H01R,4/70,1
H01R,43/048,1
G01N,15/14,1
C08F,6/16,1
A21D,13/80,1
B29K,707/04,1
H01M,10/647,1
H01M,10/658,1
C12P,19/62,1
C08B,31/10,1
C25D,13/16,1
C08L,1/32,1
C08F,6/18,1
B01D,21/01,1
H01M,8/1048,1
H01M,8/1072,1
A61K,8/69,1
B41M,1/28,1
B01J,20/16,1
F24F,3/14,1
C10M,135/08,1
C09B,3/14,1
G21F,9/16,1
G21F,9/30,1
C23F,11/12,1
C10G,75/02,1
C07C,271/22,1
C07C,229/08,1
C07C,229/34,1
C07C,229/36,1
C07C,229/56,1
C07C,237/08,1
C07C,237/12,1
C07C,62/04,1
G01N,33/66,1
H01F,1/18,1
C21D,8/12,1
C22C,13/02,1
C08F,36/22,1
C08F,136/22,1
A23L,27/12,1
B41C,1/14,1
B41M,1/12,1
F21V,29/503,1
F21V,29/76,1
F21W,101/10,1
F21W,101/14,1
B01J,23/16,1
C01F,7/16,1
C30B,29/22,1
F04D,29/06,1
C12N,11/08,1
C07C,46/08,1
C07C,50/08,1
C07D,491/18,1
C08G,61/06,1
B29K,105/16,1
B64D,45/02,1
H02G,13/00,1
A23L,2/68,1
D01F,1/08,1
D01D,5/253,1
C07F,17/00,1
C09J,125/02,1
C09J,135/06,1
D04H,3/14,1
A61D,19/02,1
F01M,1/08,1
C07C,37/055,1
C07C,37/52,1
G07D,7/06,1
C08L,1/22,1
B27N,3/06,1
B27N,3/08,1
B32B,21/02,1
C10M,105/80,1
C07D,219/08,1
C07D,241/46,1
G01S,7/03,1
A61L,9/02,1
B29C,64/20,1
B29C,64/371,1
A47G,35/00,1
F16J,15/3204,1
F02F,7/00,1
F16J,15/3212,1
A61K,36/906,1
D01F,6/40,1
A61K,6/033,1
C08F,136/08,1
B32B,38/04,1
C01B,33/187,1
B29C,45/13,1
C07H,9/04,1
C08F,8/10,1
C02F,101/14,1
H01M,4/56,1
E01H,1/08,1
A01G,1/12,1
A01M,29/08,1
B29C,33/12,1
C08F,4/20,1
C07C,41/26,1
C07D,301/28,1
A61L,27/48,1
C10M,125/18,1
C10M,125/30,1
C10M,129/44,1
C10M,159/06,1
A01N,33/12,1
C07D,213/36,1
C07C,215/00,1
A23L,29/262,1
A23L,33/115,1
C09K,19/08,1
C07C,67/31,1
C09J,103/06,1
C09J,103/14,1
B01D,37/02,1
D21C,9/18,1
B29C,73/24,1
B64F,5/40,1
C03C,25/62,1
C10M,143/02,1
B01D,53/72,1
A61L,9/013,1
C08G,2/22,1
C23C,16/509,1
B29B,7/40,1
G06M,7/00,1
B22F,3/24,1
C07D,487/14,1
C07D,471/22,1
C07D,491/147,1
C07D,498/22,1
C12N,9/26,1
C10N,40/26,1
C07D,213/30,1
C07C,49/755,1
C07C,217/12,1
C07C,225/18,1
C07C,233/31,1
A63B,47/00,1
C07C,53/10,1
C07C,53/128,1
A61L,2/14,1
D06P,5/20,1
G01N,21/63,1
B29C,63/26,1
B44F,9/02,1
C10M,129/48,1
B65H,19/29,1
C14C,3/22,1
C07C,255/57,1
H01G,9/028,1
A61P,25/02,1
H01L,33/28,1
H01L,33/30,1
H01L,33/34,1
B23K,1/00,1
B23K,35/00,1
H01B,17/26,1
B28B,1/24,1
A61B,5/024,1
C10G,67/04,1
C02F,103/10,1
C02F,103/28,1
A23G,3/32,1
A23D,7/06,1
D01D,5/098,1
A61M,39/24,1
B29C,73/22,1
E04B,1/82,1
E01C,11/22,1
C04B,20/12,1
G01T,1/29,1
H05H,13/00,1
C07C,277/08,1
C08B,9/00,1
D01D,5/40,1
D01F,2/06,1
A61K,31/4155,1
H04L,7/04,1
H04L,7/08,1
C08K,7/08,1
B27M,3/00,1
B27G,1/00,1
A45D,34/04,1
B41M,5/388,1
B41M,5/39,1
C07D,417/06,1
C07C,303/16,1
C07C,233/06,1
H05B,33/00,1
H02K,1/04,1
C04B,28/24,1
H05B,3/84,1
H05B,3/86,1
B05C,17/00,1
H01L,21/8246,1
H01L,27/105,1
H01L,27/28,1
F16C,17/12,1
H01M,8/04,1
C07C,319/26,1
C07C,319/04,1
D04H,1/593,1
C12P,7/06,1
C12P,7/28,1
C12P,7/30,1
C08F,236/08,1
B29C,64/232,1
B29C,64/236,1
B29C,64/245,1
B29C,64/264,1
B29C,64/227,1
H02G,15/00,1
C09K,8/52,1
A61K,38/09,1
G03F,7/12,1
F16K,31/44,1
F16K,31/528,1
C07C,39/367,1
B27N,3/10,1
A61K,33/40,1
C23C,18/22,1
C23C,18/40,1
H04R,7/12,1
C04B,38/08,1
C08L,27/14,1
C23C,16/455,1
B41J,29/17,1
H01J,61/42,1
C08L,23/30,1
E01C,19/45,1
C08F,267/10,1
H01L,21/48,1
A61P,31/18,1
D06N,3/04,1
C10L,1/12,1
H01M,10/655,1
G01N,33/72,1
G01N,33/96,1
B23K,35/36,1
B23K,101/42,1
A01P,9/00,1
F28F,19/04,1
C04B,35/63,1
H04R,1/00,1
C07D,317/34,1
G02B,23/26,1
C07C,49/76,1
C07C,49/82,1
C07D,273/01,1
C07C,29/124,1
B65D,75/00,1
B65D,30/08,1
B65D,75/58,1
B65D,75/66,1
D21H,19/32,1
G03G,5/09,1
E04F,15/20,1
E04C,2/32,1
E04B,5/02,1
C09F,1/00,1
F16L,9/147,1
C07D,307/44,1
C08F,236/00,1
H01P,3/04,1
B30B,15/06,1
G01L,1/18,1
C09B,67/42,1
C10M,129/08,1
C08F,16/36,1
B65G,47/244,1
C07K,16/12,1
B60R,1/04,1
B29C,41/38,1
B29B,9/00,1
C12N,1/38,1
B43K,24/08,1
B43K,7/12,1
C08F,297/00,1
C12Q,1/6881,1
C10M,133/28,1
C09J,123/04,1
C04B,24/08,1
C04B,103/56,1
C04B,111/70,1
B29C,43/58,1
C07D,311/40,1
D21H,27/30,1
B31F,1/20,1
D21H,27/34,1
D21H,13/40,1
C09C,1/24,1
B01F,17/54,1
H01M,10/625,1
C07C,225/06,1
C10G,9/02,1
C08L,5/04,1
G03G,9/125,1
G02B,5/128,1
G09F,13/16,1
C08L,17/00,1
C08F,16/04,1
G01F,1/704,1
G01F,1/708,1
G01F,1/56,1
G05D,7/06,1
A41D,1/00,1
A41D,13/00,1
C04B,35/632,1
C08F,4/24,1
C09B,5/62,1
G09G,5/00,1
H01B,1/08,1
H01M,10/24,1
C09D,133/18,1
C01B,25/28,1
B27K,3/20,1
B27K,3/32,1
G03C,1/835,1
B01D,71/54,1
A61K,31/713,1
G02B,5/12,1
G02B,5/124,1
B65D,83/68,1
C03C,25/00,1
G02B,6/255,1
A61L,2/10,1
C07K,5/08,1
A43B,17/14,1
A61F,5/052,1
A61F,5/14,1
C01B,7/09,1
C01B,11/20,1
B06B,1/02,1
H01R,4/00,1
D21H,19/02,1
D21H,19/26,1
D21H,19/66,1
D21H,19/84,1
E02D,37/00,1
F21V,9/16,1
B29C,65/10,1
B29C,65/18,1
B29C,65/72,1
B29C,65/04,1
C08G,2/10,1
A61F,6/14,1
C07C,7/14,1
C07C,13/61,1
C07C,233/00,1
B29C,31/00,1
A61B,5/1477,1
G01K,1/08,1
G01J,5/02,1
G01J,5/04,1
A61B,5/1491,1
G01K,13/00,1
E21B,43/04,1
C08L,83/16,1
C07C,275/28,1
C07C,311/42,1
C07C,311/58,1
C07C,335/16,1
C07C,323/59,1
A24F,23/00,1
C23C,18/26,1
B01D,71/14,1
A22C,13/00,1
A23L,13/60,1
C07C,205/37,1
C08F,16/10,1
G03C,1/685,1
C11D,1/92,1
A61C,19/06,1
C08F,218/14,1
B65D,75/26,1
H05K,5/06,1
H05K,7/14,1
G01D,11/24,1
G01F,23/22,1
D02G,3/18,1
C08L,3/00,1
C09D,151/02,1
C03C,17/245,1
C07D,241/14,1
C08F,228/02,1
C08L,43/02,1
C08L,41/00,1
C07F,9/659,1
D06M,15/673,1
C08L,27/02,1
G04B,47/00,1
B04B,13/00,1
B04B,9/08,1
B04B,9/10,1
B04B,9/14,1
B04B,15/00,1
A61K,49/12,1
A61K,39/385,1
C07C,7/144,1
B01D,71/32,1
B29K,227/12,1
F16C,19/06,1
A61K,36/67,1
A61K,9/58,1
A61K,9/36,1
D01F,9/17,1
H01M,6/48,1
A61B,6/03,1
A61B,8/13,1
H01L,31/056,1
H01J,1/70,1
D21F,5/02,1
C08B,37/14,1
C09D,109/02,1
C04B,28/18,1
A61L,27/10,1
C01B,33/24,1
A45D,33/34,1
B42D,25/435,1
G06F,3/12,1
A61K,31/549,1
C07D,219/06,1
C07D,333/34,1
C09K,11/71,1
A61B,5/1473,1
B60J,1/17,1
A21D,2/36,1
A23L,33/24,1
B82Y,35/00,1
H01M,8/0202,1
B22C,7/02,1
B22C,9/04,1
C07C,233/33,1
C07C,235/84,1
A61N,5/10,1
B29B,13/06,1
H01F,41/04,1
H01F,17/00,1
A61B,5/1459,1
A61J,15/00,1
C07B,41/14,1
D04H,1/4358,1
A41D,27/00,1
G01N,21/359,1
G01N,27/44,1
G01N,27/42,1
G01N,27/416,1
B66B,7/06,1
C07D,221/00,1
C07D,227/04,1
C08G,69/22,1
C09D,1/12,1
B01D,33/35,1
F16K,24/04,1
G01N,7/10,1
C10M,133/52,1
C10M,149/14,1
C07C,45/81,1
B01J,19/08,1
B41J,2/41,1
A44B,19/16,1
G01M,3/20,1
B29C,44/42,1
A61K,31/732,1
A61K,36/286,1
A61K,36/63,1
A61P,1/12,1
A61P,3/02,1
A61K,129/00,1
A61K,131/00,1
C08B,11/14,1
B29C,70/24,1
C08F,34/02,1
C07C,271/56,1
C01B,11/06,1
C07C,315/02,1
C09K,11/54,1
B60C,9/02,1
C07C,233/24,1
B29C,45/27,1
C04B,35/115,1
C02F,9/00,1
B01D,61/36,1
B65B,55/14,1
B65B,3/00,1
H01M,8/04089,1
H01M,8/24,1
C25B,9/20,1
C07D,301/14,1
C09B,5/60,1
A61C,5/20,1
A61C,5/30,1
H05K,5/04,1
C08G,2/30,1
C08G,2/34,1
C07D,307/08,1
B27K,3/34,1
B27D,1/04,1
B27K,3/52,1
H04M,1/03,1
G06F,1/16,1
G06F,3/0488,1
C09D,127/24,1
C09J,127/24,1
C08F,22/32,1
H02J,50/00,1
H02J,7/02,1
C09B,41/00,1
C12N,15/12,1
A61P,25/18,1
C07C,43/313,1
C08F,120/56,1
H01M,4/48,1
C07D,473/00,1
C07C,39/07,1
C08K,5/3495,1
A61K,33/04,1
C09J,125/00,1
C40B,70/00,1
G06F,19/22,1
C23C,22/82,1
B32B,7/14,1
B29C,44/30,1
C09J,177/02,1
C09J,177/06,1
C12N,15/861,1
F16L,11/127,1
B60S,1/02,1
H01G,9/26,1
H01B,3/50,1
H01B,19/02,1
H01M,8/0226,1
H01M,8/0213,1
H01M,8/0221,1
A61K,31/4152,1
C07C,29/132,1
C07C,29/157,1
C07D,307/50,1
G02B,6/04,1
A61K,35/545,1
A61K,35/17,1
C09D,5/23,1
C12N,5/09,1
A01H,5/00,1
C12P,7/02,1
C07D,249/04,1
C07D,295/033,1
C07D,211/56,1
A61K,31/41,1
A61K,31/4462,1
B29C,70/14,1
H01C,1/08,1
H02H,3/08,1
H02H,5/04,1
C07D,295/15,1
C08G,65/335,1
D21H,13/06,1
D21H,19/12,1
B29C,64/129,1
F16D,13/62,1
C07C,2/64,1
C07C,6/04,1
C10G,1/00,1
C10G,45/58,1
B29B,7/12,1
B29B,7/14,1
C01B,25/08,1
A61K,35/745,1
F25B,25/00,1
B01J,8/20,1
F16L,15/04,1
C08F,2/52,1
G11B,7/251,1
B07C,5/34,1
A61K,8/20,1
C08F,8/16,1
C11D,1/18,1
F21V,29/51,1
F28D,15/00,1
F21V,29/85,1
F21S,45/47,1
F21V,29/74,1
H01B,7/285,1
F21S,41/148,1
F21S,41/255,1
F21S,41/40,1
C07C,49/788,1
C07C,45/46,1
C08C,1/00,1
C08C,3/00,1
B32B,3/14,1
H05B,33/26,1
A61K,31/45,1
C07D,249/18,1
C01B,32/198,1
H04R,7/02,1
A23L,33/20,1
C03C,27/06,1
F02M,37/00,1
B29K,79/00,1
B24D,5/02,1
B67D,7/04,1
C23C,18/52,1
G01N,29/036,1
C10M,129/84,1
C07D,239/48,1
B01D,71/74,1
B01J,19/20,1
F26B,11/04,1
F26B,15/10,1
F21V,5/00,1
A61F,2/46,1
H01L,23/48,1
D21J,1/14,1
D21J,1/20,1
D21J,3/00,1
C08G,12/30,1
A23P,30/00,1
E04C,2/54,1
E04H,9/10,1
E04C,2/38,1
F41H,5/013,1
F41H,5/24,1
C09J,123/06,1
B42D,25/45,1
C07D,471/08,1
C07D,487/10,1
C07D,491/107,1
C07D,498/18,1
A43B,9/04,1
D04H,1/4391,1
G02B,3/02,1
C07C,233/37,1
A23L,2/70,1
A23L,5/10,1
A23G,1/30,1
A23L,7/157,1
C10M,145/18,1
A63B,23/20,1
C07C,45/51,1
C07C,45/54,1
C08K,5/24,1
C04B,41/89,1
C03C,4/00,1
C07C,311/15,1
C07C,233/64,1
A61B,5/01,1
A01G,31/00,1
A61K,36/59,1
A01K,45/00,1
G01N,33/08,1
A01K,41/00,1
A01K,43/00,1
A23K,20/10,1
A23K,50/10,1
B29C,65/78,1
B29C,65/36,1
B29C,65/54,1
A41D,13/08,1
C07H,11/00,1
A61K,31/737,1
A61K,31/726,1
A61K,31/7024,1
C08F,220/46,1
C08F,220/48,1
A61K,35/33,1
A61L,27/06,1
B41M,5/382,1
E21B,49/08,1
A61K,36/04,1
A61K,8/9706,1
H01M,8/0206,1
G01N,30/06,1
G01N,30/86,1
A61B,50/30,1
E04B,1/86,1
H01L,31/054,1
B29K,509/08,1
A23G,4/00,1
H01L,21/311,1
C09J,131/06,1
A61K,36/15,1
C08F,222/38,1
E21B,43/17,1
A61P,19/10,1
D01D,1/02,1
A01N,37/44,1
B29C,43/28,1
B29C,65/40,1
C07D,335/10,1
A23L,2/78,1
G01L,19/00,1
C12N,15/62,1
H01G,9/035,1
C08F,120/32,1
C08G,69/04,1
A01K,67/00,1
A61B,5/0404,1
A61B,5/0452,1
A61B,5/0492,1
G03B,3/00,1
C07D,241/04,1
A23L,33/185,1
C07K,16/16,1
A61K,47/61,1
C07C,215/74,1
C07C,215/76,1
C07C,215/80,1
C07C,215/86,1
C07D,319/24,1
C07D,327/08,1
D04B,1/16,1
A61L,2/20,1
H01L,33/20,1
H01L,33/44,1
C07C,55/18,1
C08L,27/10,1
A61C,19/04,1
C07C,381/10,1
C23C,22/18,1
C23G,1/14,1
C23G,1/20,1
B32B,11/04,1
A23L,27/50,1
D06H,7/00,1
H01L,31/20,1
C07C,43/257,1
C08C,1/10,1
G10K,11/36,1
H01L,27/20,1
H01L,29/66,1
H03H,9/64,1
C11D,7/10,1
C08F,12/18,1
C07C,41/40,1
C10M,129/36,1
E04C,3/34,1
G06F,19/28,1
C09B,11/04,1
D21F,1/40,1
D21H,23/58,1
D21F,3/08,1
D21F,3/10,1
D21G,1/02,1
A23L,29/30,1
E21B,33/00,1
B29C,64/182,1
H01B,3/36,1
A61K,31/635,1
C07D,239/64,1
A61K,36/72,1
C10L,10/06,1
B22C,1/16,1
B22C,9/12,1
A45D,40/08,1
H01B,13/012,1
C08F,16/24,1
C08F,22/06,1
C08F,234/00,1
C07D,301/36,1
A01N,41/12,1
A01N,43/52,1
B24D,7/04,1
A61K,31/4545,1
A61K,31/66,1
A61P,15/08,1
C07C,271/10,1
E04C,2/16,1
C23F,13/08,1
H01P,1/20,1
C07C,317/16,1
A61K,31/222,1
C07C,311/04,1
C07D,295/088,1
A61J,3/00,1
A61J,3/10,1
B60N,2/60,1
B41M,1/00,1
C07C,49/786,1
C07D,309/34,1
F24F,3/16,1
F24F,11/00,1
A61L,9/20,1
C08L,29/06,1
C08F,263/00,1
C09D,147/00,1
D01D,5/06,1
A61K,9/133,1
D01F,6/96,1
A61J,3/07,1
A42B,3/06,1
A61K,31/685,1
C08F,220/42,1
F16B,33/00,1
B29C,70/72,1
C07C,209/60,1
C09B,67/32,1
C09B,69/00,1
B29C,43/48,1
G03G,15/10,1
C08G,6/00,1
H01G,9/20,1
C04B,38/10,1
C04B,111/20,1
C01B,32/22,1
C01B,32/20,1
C01B,32/205,1
C04B,35/536,1
C07F,3/02,1
B31D,1/02,1
C09B,67/40,1
B44C,3/00,1
B01D,53/56,1
C07C,265/08,1
C08G,69/50,1
A61P,37/06,1
B60C,19/08,1
B24B,37/22,1
C10G,45/00,1
C10G,69/06,1
C10G,69/12,1
B29C,64/218,1
B29C,64/205,1
B29C,63/36,1
B61D,17/18,1
F01D,11/14,1
G01B,7/14,1
F01D,17/02,1
H01M,8/0276,1
H01M,8/242,1
A61K,8/897,1
C08L,1/28,1
D06B,1/00,1
C07C,323/00,1
H01M,4/20,1
B01D,9/02,1
C01G,19/00,1
C01G,31/00,1
C02F,1/36,1
C02F,1/62,1
C02F,9/08,1
C10G,31/00,1
C10G,53/02,1
A61N,1/04,1
C04B,24/16,1
H02B,13/045,1
C01B,32/176,1
C07C,29/149,1
B01J,41/14,1
B29C,70/58,1
G21F,1/08,1
G21F,1/10,1
H01Q,17/00,1
C10M,145/24,1
C08F,4/658,1
F17D,1/08,1
C08G,61/04,1
C12N,5/074,1
C12N,5/0789,1
H01M,4/1395,1
B01L,7/00,1
B01J,23/34,1
B01J,23/42,1
C07C,5/44,1
C07C,5/48,1
C07C,17/23,1
C07C,209/36,1
A61F,7/02,1
G06F,13/16,1
C01B,32/225,1
A01N,35/04,1
C07D,471/06,1
C08F,4/22,1
C09D,125/02,1
F04D,29/02,1
F04D,29/66,1
B32B,38/06,1
E04B,1/88,1
B01J,23/56,1
B27N,1/00,1
B29D,12/02,1
G02C,5/14,1
G02C,5/16,1
A01N,59/14,1
A23L,3/358,1
C07C,45/66,1
C07C,45/74,1
A61K,31/4178,1
A61K,31/5365,1
C08F,18/02,1
C08F,4/18,1
A61M,5/315,1
C23C,16/04,1
C23C,16/50,1
C23C,16/505,1
C23C,16/54,1
C01B,32/158,1
B01J,23/847,1
C01B,32/162,1
C01B,32/17,1
D01F,9/12,1
C07D,303/02,1
A61K,47/51,1
C07D,233/06,1
C07C,67/475,1
C07C,67/333,1
A61K,51/10,1
B29C,47/12,1
C07C,211/36,1
C01G,99/00,1
C07D,333/66,1
A61K,31/4995,1
C04B,35/624,1
C08B,1/02,1
C08B,3/02,1
C08B,3/16,1
C09D,11/06,1
F16H,3/00,1
B29D,15/00,1
A23D,7/005,1
A23D,7/01,1
A23L,5/42,1
C08K,5/156,1
C07C,53/126,1
C01G,3/00,1
C01G,49/00,1
D06M,11/72,1
A61K,38/14,1
G04B,39/00,1
G03C,1/825,1
C07H,13/02,1
C08F,36/14,1
C08F,236/14,1
F16G,1/00,1
C08F,12/22,1
C08F,2/42,1
H01B,1/16,1
F16B,5/00,1
E04H,9/04,1
H01L,33/42,1
A61K,36/61,1
A24B,3/12,1
A24D,1/18,1
G08B,13/14,1
C07C,263/14,1
H01L,27/00,1
C07K,14/78,1
C08L,89/06,1
F16J,3/02,1
C08F,2/34,1
C08F,34/04,1
A61K,31/4418,1
C09B,57/04,1
C01G,49/08,1
G03G,9/107,1
G03G,9/113,1
C09B,62/54,1
C12P,7/40,1
A23F,5/46,1
C22C,12/00,1
B32B,21/13,1
C07C,321/02,1
C07C,69/04,1
C07D,201/00,1
C07D,251/32,1
C08G,69/18,1
C08G,69/24,1
C07D,231/10,1
C07K,14/425,1
G01N,1/30,1
A61K,31/07,1
B29C,47/28,1
B29C,47/26,1
C08F,4/28,1
C10M,155/00,1
F21V,35/00,1
C08C,19/12,1
H01G,4/20,1
C08B,11/145,1
C08F,116/38,1
C04B,35/00,1
H02K,3/46,1
C09K,11/63,1
G01T,1/00,1
G01T,1/11,1
C09K,8/74,1
C07C,251/64,1
C07C,323/47,1
G07D,7/00,1
G06K,19/00,1
C07C,303/24,1
C07D,307/38,1
C07C,243/04,1
C07C,245/16,1
A23L,1/308,1
G04D,1/00,1
B29C,45/04,1
C08L,27/08,1
H01R,13/24,1
B32B,37/22,1
C01B,3/36,1
A01N,31/14,1
C08G,63/21,1
C23C,14/35,1
C07D,211/18,1
A61K,31/451,1
A61P,11/06,1
A61P,11/08,1
G09F,3/08,1
G09F,7/18,1
F16D,65/12,1
C23C,8/34,1
C23C,8/80,1
C23C,8/00,1
A62B,7/10,1
A62B,23/00,1
C01B,15/047,1
A61P,35/04,1
C07K,14/58,1
H01M,2/20,1
A01N,43/08,1
B82Y,99/00,1
F16D,13/74,1
F16N,15/02,1
F01M,9/00,1
C07C,45/40,1
C07C,29/00,1
C07C,31/42,1
C07C,45/59,1
C07C,49/167,1
E05B,17/10,1
H01H,9/18,1
H02K,1/27,1
H02K,15/03,1
C07D,261/20,1
A61K,31/423,1
A61K,31/4245,1
A61P,5/26,1
C07C,305/00,1
C07C,305/06,1
C07C,305/18,1
C07C,305/20,1
C07C,305/24,1
C07C,323/45,1
C07D,307/10,1
C07D,333/46,1
C07D,333/72,1
C07C,233/81,1
B01J,3/00,1
D01F,6/18,1
B22F,3/26,1
C22C,26/00,1
C22C,29/08,1
E21B,10/00,1
G01N,21/91,1
G03F,7/085,1
B01D,25/02,1
C08F,20/58,1
D06M,23/16,1
C07C,209/00,1
C07C,253/00,1
A61K,31/205,1
A61K,31/221,1
F16L,58/02,1
A61K,31/4365,1
B65D,90/04,1
G01N,21/94,1
C09J,121/02,1
D06M,13/419,1
C11D,1/722,1
D21H,21/22,1
D21H,21/24,1
D21H,21/08,1
D21H,21/12,1
C07H,3/06,1
A61L,27/46,1
C10L,1/16,1
C12H,1/22,1
B29C,70/26,1
E21B,17/10,1
E21B,23/00,1
C11D,1/86,1
F16C,29/06,1
H01L,35/24,1
C07C,69/675,1
B65D,77/00,1
B01D,53/28,1
H01B,3/12,1
H01B,7/32,1
C08L,85/04,1
C07C,39/42,1
C07C,233/22,1
C09B,9/00,1
A61P,21/02,1
C09B,31/043,1
C07C,69/003,1
C09K,8/57,1
C12N,1/14,1
C08F,28/04,1
B32B,38/16,1
C04B,14/38,1
C04B,24/04,1
B23K,26/36,1
B23K,26/38,1
C07C,233/15,1
C09D,127/20,1
C09D,127/22,1
C01G,39/02,1
B65D,13/02,1
F16L,55/1645,1
H01B,3/10,1
G01T,1/20,1
C10G,11/05,1
B23B,5/12,1
A01N,31/02,1
A61K,31/065,1
D06M,15/37,1
C07D,323/00,1
C01B,31/20,1
C08F,6/02,1
A41D,7/00,1
D04B,21/18,1
F24J,2/12,1
D06M,13/438,1
C07D,305/04,1
B29K,503/08,1
C10M,129/91,1
G01N,33/567,1
C09B,67/48,1
B01D,15/16,1
B01D,15/18,1
G01N,30/34,1
C07D,251/38,1
H02K,5/08,1
A01N,35/08,1
A01G,17/18,1
A01N,3/00,1
A01N,33/06,1
C07B,45/00,1
C08F,32/02,1
B01J,29/82,1
F28D,15/02,1
C07D,207/448,1
A61B,17/068,1
D06M,13/432,1
D06M,15/429,1
D06M,15/423,1
D06M,15/63,1
D06P,1/56,1
D06P,1/649,1
C08G,14/08,1
A61K,31/426,1
B01F,17/14,1
B01F,17/20,1
C08F,232/00,1
G01N,1/20,1
F21V,29/00,1
C23F,1/02,1
B23B,5/04,1
C07D,213/61,1
C07D,239/34,1
C07D,213/64,1
C07D,213/38,1
C07D,213/65,1
C07D,333/28,1
C07C,217/20,1
C07D,295/096,1
C07D,263/56,1
C07D,285/14,1
C07D,231/56,1
D06M,15/19,1
C09K,8/594,1
C09J,185/02,1
C08G,63/88,1
E03F,3/00,1
B29C,63/34,1
A47G,27/02,1
F21S,4/00,1
C10G,33/06,1
B01D,17/00,1
A61K,31/695,1
G02B,6/30,1
B29B,9/02,1
C11D,1/825,1
H01M,4/64,1
H01L,21/50,1
C07C,69/00,1
C07C,205/42,1
C07C,205/57,1
C07C,205/59,1
C07C,219/32,1
C07C,229/64,1
B32B,15/098,1
C07C,229/12,1
B29C,39/42,1
B29K,505/08,1
B29K,709/04,1
H01M,4/00,1
A61P,5/48,1
B22D,17/22,1
C08F,114/00,1
H01F,30/08,1
C23C,14/22,1
G04B,29/02,1
C01D,7/00,1
A23L,1/05,1
A61K,38/13,1
G11B,5/84,1
C10M,133/20,1
C07F,9/142,1
C07D,251/70,1
A61L,27/28,1
C08F,271/00,1
C09J,131/04,1
B29C,45/76,1
A61B,6/00,1
G11B,7/256,1
C11D,3/12,1
B29C,51/08,1
C08F,26/02,1
C08F,226/12,1
C01G,45/02,1
C01G,51/04,1
C01G,53/04,1
C01F,5/02,1
C07C,255/30,1
C07C,255/17,1
F16L,58/18,1
C07C,227/00,1
B29K,105/24,1
A61K,31/4425,1
A61K,31/4406,1
A61K,31/4409,1
A42B,3/04,1
E21B,21/00,1
C09C,1/66,1
E04F,13/15,1
A23L,1/314,1
A23L,2/385,1
B26D,3/16,1
A01N,31/08,1
C08K,5/27,1
C07D,495/10,1
C07D,513/10,1
C07D,209/80,1
C07B,43/04,1
C09K,8/32,1
B01D,53/18,1
C10M,149/22,1
C07D,317/58,1
C07D,333/58,1
G11B,25/04,1
B01J,20/04,1
C01F,5/00,1
C11B,13/00,1
H01L,23/488,1
F16J,15/20,1
F16J,15/32,1
D04H,1/64,1
B29C,35/00,1
D06M,13/322,1
B29B,7/38,1
C09D,101/14,1
C07C,17/35,1
C07C,25/06,1
C07C,25/08,1
A61K,31/06,1
A61K,31/60,1
G12B,9/04,1
C23C,18/08,1
C23C,18/14,1
A61B,17/10,1
A61B,17/12,1
A61B,17/122,1
A61B,17/125,1
A61B,17/22,1
A61D,1/06,1
A45D,40/22,1
C08F,218/00,1
C25B,1/10,1
C25B,1/24,1
C25B,3/04,1
C25B,9/18,1
A01N,55/08,1
C08G,75/0286,1
E03C,1/02,1
C07C,237/40,1
C07C,231/12,1
G03C,1/72,1
C07C,229/26,1
C11D,1/10,1
C07C,229/24,1
C07C,229/46,1
A41D,19/04,1
A41D,19/015,1
C07H,19/04,1
C07H,19/048,1
A61K,31/706,1
A61K,31/7064,1
B65D,1/30,1
C07C,39/21,1
C08G,63/49,1
C03C,25/323,1
A61F,13/472,1
A61F,13/515,1
A61F,13/511,1
A61K,31/77,1
A61K,39/12,1
B29C,64/273,1
A61K,8/68,1
A61K,31/655,1
A61B,90/90,1
A61B,17/28,1
A61B,17/30,1
A61B,17/3211,1
C08F,120/38,1
B65D,81/18,1
B60C,9/08,1
B04B,1/04,1
C07C,321/04,1
B21D,22/26,1
B05C,3/15,1
D06B,3/00,1
A47B,96/20,1
B32B,21/06,1
E04C,2/00,1
D21H,11/02,1
G02B,27/28,1
G02B,27/14,1
B32B,37/15,1
A61K,8/9794,1
C10M,141/04,1
B29C,48/18,1
C08K,3/011,1
C09D,107/00,1
C09D,121/00,1
A61P,31/10,1
B62D,55/24,1
B65G,15/34,1
A47J,39/00,1
A47J,47/06,1
A47J,27/12,1
B29C,63/18,1
A23L,29/219,1
B29B,7/92,1
A01N,43/58,1
D06M,14/06,1
D21H,21/14,1
D21H,11/00,1
C07C,13/12,1
C07D,473/32,1
C07D,473/34,1
D21H,19/58,1
D06M,13/332,1
A61K,31/453,1
C07D,205/06,1
C09J,171/08,1
H01L,21/268,1
C08G,2/00,1
E01C,7/22,1
A61K,31/28,1
F16H,61/66,1
B32B,37/18,1
B01J,20/285,1
